Scientific Name,Genus,Species,Subspecies,Variety,Author,Family,Order,Class,Common Names,Status,IUCN Category,GBIF ID,EOL ID,Total Images,Uploaded to Drive,Countries Found,Image Details (Name | Country | Date | Observer | URL)
Aa Rchb.f.,Aa,,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis gonzaloi J. S. Moreno,Pleurothallis,gonzaloi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis gracilicolumna Mark Wilson,Pleurothallis,gracilicolumna,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis gracilipedunculata Foldats,Pleurothallis,gracilipedunculata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis grandiflora Lindl.,Pleurothallis,grandiflora,,,,,,,,,,2787048,,77,0,Bolivia (Plurinational State of); Colombia; Ecuador; Venezuela (Bolivarian Republic of),"Bolivia (Plurinational State of) | No date | J. Solomon | http://sweetgum.nybg.org/images3/3562/175/04132066.jpg || Bolivia (Plurinational State of) | No date | Solomon JC | https://medialib.naturalis.nl/file/id/U.1463511/format/large || Bolivia (Plurinational State of) | No date | Unknown observer | http://sesam.senckenberg.de/pictures/originale/32/139094.jpg || Bolivia (Plurinational State of) | No date | Unknown observer | http://sesam.senckenberg.de/pictures/originale/32/139095.jpg || Colombia | No date | Carl A. Luer|Jane Luer|Rodrigo Escobar|E. Valencia | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/71B04725-D965-4B4B-8FCB-D3C7BD77D8CA.jpg || Colombia | No date | Carl A. Luer|Jane Luer|Rodrigo Escobar|E. Valencia | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/AAE4BA93-3AEF-4C9A-BA32-227F0A18399F.jpg || Colombia | No date | Carl A. Luer|Jane Luer|Stig Dalström|Walter Teague | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/8242DBE8-3BB3-471E-AC8C-A418653C565E.jpg || Colombia | No date | Idrobo JM; Pinto; Bischler H | https://medialib.naturalis.nl/file/id/U.1463510/format/large || Colombia | No date | J. M. Idrobo | http://sweetgum.nybg.org/images3/3562/176/04132067.jpg || Colombia | No date | Jesús M. Idrobo|Polidoro Pinto|H. Bischler | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/B229A316-4939-4747-9034-18F8C435BBB7.jpg || Colombia | No date | L. Uribe-Uribe | http://sweetgum.nybg.org/images3/3562/177/04132068.jpg || Colombia | No date | Luis Sigifredo Espinal T. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/5D8ACCDC-8371-43BA-BDB4-6DC337794113.jpg || Colombia | No date | M. T. Murillo-Pulido | http://sweetgum.nybg.org/images3/3562/178/04132069.jpg || Colombia | No date | Maria Isabel Guarín | http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/25/99/59/00259959.jpg || Colombia | No date | Rodrigo Escobar | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/C5142FA9-D9EF-41E6-9FB0-CC9A5A99D520.jpg || Colombia | No date | Schultes RE | https://medialib.naturalis.nl/file/id/U.1463513/format/large || Colombia | No date | Uribe Uribe, L. | http://mediaphoto.mnhn.fr/media/1441306684440vaeKVnM4w5AjtnMl || Ecuador | No date | Alexander Hirtz | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/7EDEF609-B470-4D7A-A778-902DE52D8743.jpg || Ecuador | No date | Alexander Hirtz|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101286000/D7219A98-ACCF-4F34-B0A0-9FBBE2F919E9.jpg || Ecuador | No date | B. Løjtnant|Ulf Molau | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/C21B991A-017B-419F-838E-9B635C74FC66.jpg || Ecuador | No date | B. Løjtnant|Ulf Molau|Michael T. Madison | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/CC7E7302-7539-4B4C-9334-2E768EBED7CA.jpg || Ecuador | No date | B. Sparre | http://sweetgum.nybg.org/images3/2100/567/02693870.jpg || Ecuador | No date | Benkt Sparre | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/19C445D8-9435-4E3D-83D5-A58D3DB5D442.jpg || Ecuador | No date | Benkt Sparre | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/52BAC7EA-65B2-4490-84CC-4DE1CDA6CD21.jpg || Ecuador | No date | Benkt Sparre | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/5E82FC65-D7AA-46CB-88AC-77501F965A8F.jpg || Ecuador | No date | Benkt Sparre | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/FEB56EAB-66E7-4513-B607-BD5BEE162F9B.jpg || Ecuador | No date | Benkt Sparre | https://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101488000/1226802C-6CA6-4DD3-A89B-44D1883424B4.jpg || Ecuador | No date | Benkt Sparre | https://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101488000/93E20431-23F1-46D2-9480-185670EEB363.jpg || Ecuador | No date | C. A. Luer, J. P. Luer & P. G. Taylor | http://data.huh.harvard.edu/0b3cf791-bfae-43c1-953a-462a49a52cf3/image || Ecuador | No date | C. A. Luer, J. P. Luer & P. G. Taylor | http://data.huh.harvard.edu/cb5cebc2-3383-4c1c-ba57-9471257d713f/image || Ecuador | No date | C. W. T. Penland Robert H. Summers | http://data.huh.harvard.edu/911d664e-fa31-4608-a05d-08a67ffab95f/image || Ecuador | No date | C. W. T. Penland Robert H. Summers | http://data.huh.harvard.edu/95cbfe3d-8ec5-484a-a8a0-403c35b41e68/image || Ecuador | No date | Calaway H. Dodson|Alwyn H. Gentry | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/AF37EDAD-8CF5-4A2F-8598-DA4A4FE0FAD1.jpg || Ecuador | No date | Calaway H. Dodson|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/4FED1BC5-4E9B-4033-93B8-BB139E4B7FB1.jpg || Ecuador | No date | Carl A. Luer|Alexander Hirtz | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/7AFC0292-E905-4BFE-89EF-7FFEEF0B0E7E.jpg || Ecuador | No date | Carl A. Luer|Calaway H. Dodson|Alexander Hirtz|Alvin Embree | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/53E1AA3D-5B6C-4703-81D1-84373683ED62.jpg || Ecuador | No date | Carl A. Luer|Jane Luer|Alexander Hirtz | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/9C22F6D8-3BC5-4D89-94CC-AE7F26214EBB.jpg || Ecuador | No date | Carl A. Luer|Jane Luer|Alexander Hirtz|Juan del Hierro | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/8650EB39-B368-4F9E-AE6F-C5BE6EBF710E.jpg || Ecuador | No date | Carl A. Luer|Jane Luer|Alexander Hirtz|W. Flores | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/76483E9C-3328-49B8-B51F-8EE65545217B.jpg || Ecuador | No date | Carl A. Luer|Jane Luer|Alexander Hirtz|X. Hirtz | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/B9C7ACD1-57A6-47DE-B222-708E61407A84.jpg || Ecuador | No date | Carl A. Luer|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101047000/AB4558A6-737E-4BAC-8BC8-FF0B7FB20E3C.jpg || Ecuador | No date | Carl A. Luer|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/4D4797D3-8F6B-43F0-8A02-24938A25C6C0.jpg || Ecuador | No date | Carl A. Luer|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/DB29146A-D4A1-4E14-937E-DE8491FD9A0B.jpg || Ecuador | No date | Carl A. Luer|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101293000/3F0B6DAD-53DD-4C11-9E5C-E8C57980A0AB.jpg || Ecuador | No date | Carl A. Luer|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101293000/F04B8E61-39D5-475A-86A5-B2FC5AB6768C.jpg || Ecuador | No date | Erik Asplund | http://was.tacc.utexas.edu/fileget?coll=TEX-LL&type=O&filename=sp69107461151287163987.att.jpg || Ecuador | No date | L. A. Garay | http://data.huh.harvard.edu/90ce7b2c-a96b-4705-bd83-7778ad02ec59/image || Ecuador | No date | Linder Suin|Grupo Post-Grado MO-QCNE | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/FBD7AB43-FD49-4FA0-BA6C-A4C3FCBA5C1B.jpg || Ecuador | No date | M. Cerna | http://sweetgum.nybg.org/images3/3562/174/04132065.jpg || Ecuador | No date | Marcia Peñafiel|P. Méndez|M. Tamayo | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/2F8DAE3D-27D0-46B5-AF93-B035837A066A.jpg || Ecuador | No date | Marco Cerna|al. | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/CB8821B2-E3F7-43FF-9025-D44BFE6AB640.jpg || Ecuador | No date | Oscar Luna R. | https://inaturalist-open-data.s3.amazonaws.com/photos/409545612/original.jpeg || Ecuador | No date | Patti Bell | https://inaturalist-open-data.s3.amazonaws.com/photos/264430101/original.jpeg || Ecuador | No date | Sparre B | https://medialib.naturalis.nl/file/id/L.4530754/format/large || Ecuador | No date | Stig Dalström | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/00FEC569-DC6B-4368-8C37-738503DAD405.jpg || Ecuador | No date | Stig Dalström|Stephen W. Ingram|Karen Ferrell-Ingram | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101046000/F8D705A2-FA07-4F52-8EF3-D58EF24B1587.jpg || Ecuador | No date | V. Zak | http://sweetgum.nybg.org/images3/2100/573/02693907.jpg || Ecuador | No date | Vlastimil Zak|Jaime L. Jaramillo | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/D24A76C5-49F8-45E4-89F6-D15D3632BAED.jpg || Unknown | No date | Ernest Charles Smith | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101295000/E2E55CF6-FF4E-4E63-A4C4-1CF6A58C6747.jpg || Unknown | No date | Unknown observer | http://mediaphoto.mnhn.fr/media/1441304865442wB01Q61xyIYvL0xN || Unknown | No date | Unknown observer | http://mediaphoto.mnhn.fr/media/1441306962384ZZrR3FdQHoCi55Fd || Unknown | No date | Unknown observer | http://sweetgum.nybg.org/images3/3562/173/04132064.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101047000/AB4558A6-737E-4BAC-8BC8-FF0B7FB20E3C.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101286000/D7219A98-ACCF-4F34-B0A0-9FBBE2F919E9.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/4D4797D3-8F6B-43F0-8A02-24938A25C6C0.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/8650EB39-B368-4F9E-AE6F-C5BE6EBF710E.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/AAE4BA93-3AEF-4C9A-BA32-227F0A18399F.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/CB8821B2-E3F7-43FF-9025-D44BFE6AB640.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/D24A76C5-49F8-45E4-89F6-D15D3632BAED.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/DB29146A-D4A1-4E14-937E-DE8491FD9A0B.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/FBD7AB43-FD49-4FA0-BA6C-A4C3FCBA5C1B.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/FEB56EAB-66E7-4513-B607-BD5BEE162F9B.jpg || Venezuela (Bolivarian Republic of) | No date | J. G. Wessels Boer | http://data.huh.harvard.edu/20391858-b452-4dc0-8721-9adb22e5b855/image || Venezuela (Bolivarian Republic of) | No date | L. J. Dorr & L. C. Barnett | http://data.huh.harvard.edu/7fb62a11-e6e1-4f76-9dac-3f4ed40deeab/image || Venezuela (Bolivarian Republic of) | No date | Laurence J. Dorr|L.C. Barnett | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/5D1569CE-F662-4612-9985-2F8F50CFE004.jpg || Venezuela (Bolivarian Republic of) | No date | Wessels Boer JG | https://medialib.naturalis.nl/file/id/U.1463509/format/large || Venezuela (Bolivarian Republic of) | No date | Wessels Boer JG | https://medialib.naturalis.nl/file/id/U.1463512/format/large"
Pleurothallis grandilingua Pupulin,Pleurothallis,grandilingua,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis gratiosa Rchb.f.,Pleurothallis,gratiosa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis grobleri (Luer &amp; Hirtz) J. M. H. Shaw,Pleurothallis,grobleri,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis gustavoi Mark Wilson,Pleurothallis,gustavoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis gutierrezii Luer,Pleurothallis,gutierrezii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis gymnastica K. W. Holcomb,Pleurothallis,gymnastica,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis habenula Luer &amp; R. Escobar,Pleurothallis,habenula,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hammelii Luer,Pleurothallis,hammelii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis harpago Luer,Pleurothallis,harpago,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hawkingii Karremans &amp; J. E. Jim&eacute;nez,Pleurothallis,hawkingii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hawkinsii (Luer &amp; Endara) J. M. H. Shaw,Pleurothallis,hawkinsii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis helleri A. D. Hawkes,Pleurothallis,helleri,,,,,,,,,,2787033,,18,0,Costa Rica; Ecuador; Nicaragua; United States of America,"Costa Rica | No date | R. W. Lent | http://data.huh.harvard.edu/4543c6a7-9a22-4247-94ac-ecca9f93a01f/image || Ecuador | No date | C. D. Játiva | http://sweetgum.nybg.org/images3/3562/179/04132070.jpg || Ecuador | No date | Christenson, E.A. | https://ans-images.ansp.org/botany/PH4/CM/Fullsize/351/CM351278.jpg || Ecuador | No date | Christenson, E.A. | https://ans-images.ansp.org/botany/PH4/CM/Fullsize/351/CM351279.jpg || Ecuador | No date | E. A. Christenson | http://fm-digital-assets.fieldmuseum.org/1649/046/V0434786F.jpg || Ecuador | No date | E. A. Christenson | http://fm-digital-assets.fieldmuseum.org/1649/047/V0434787F.jpg || Ecuador | No date | Eric A. Christenson | https://wis.botany.wisc.edu/WIS/Magnoliidae2020-02b/v0411994WIS.JPG || Ecuador | No date | John L. Clark | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/A66597A0-5872-424D-ACFF-C85A5E5465DF.jpg || Ecuador | No date | John L. Clark | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/C71A832D-98EA-4611-8516-CDDB120696B3.jpg || Ecuador | No date | John L. Clark|Claire Watt | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/F57BF122-9453-49B2-95B9-F14F06A9BB57.jpg || Nicaragua | No date | A. H. Heller | http://data.huh.harvard.edu/da71a708-542a-4287-a85a-3c560f2d0b7d/image || United States of America | No date | Eleanor Ann Von Bargen | https://media01.symbiota.org/media/h_seinet/seinet/KHD/KHD00020/KHD00020802_lg.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/A66597A0-5872-424D-ACFF-C85A5E5465DF.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/C71A832D-98EA-4611-8516-CDDB120696B3.jpg || Unknown | No date | Unknown observer | https://images.mobot.org/tropicosimages4/detailimages/TropicosImagesVol4/101292000/F57BF122-9453-49B2-95B9-F14F06A9BB57.jpg"
Pleurothallis hemileuca Luer,Pleurothallis,hemileuca,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hemispherica Luer &amp; R. Escobar,Pleurothallis,hemispherica,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis henniae Luer &amp; Dalstr&ouml;m,Pleurothallis,henniae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hippocrepica Luer &amp; R. Escobar,Pleurothallis,hippocrepica,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hirtziana J. M. H. Shaw,Pleurothallis,hirtziana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hispidula (Luer &amp; R. Escobar) J. M. H. Shaw,Pleurothallis,hispidula,,,,,,,,,,9498621,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hitchcockii Ames,Pleurothallis,hitchcockii,,,,,,,,,,,1133805,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hjertingii Luer,Pleurothallis,hjertingii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hoeijeri Luer &amp; Hirtz,Pleurothallis,hoeijeri,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis holtonii Luer,Pleurothallis,holtonii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis homalantha Schltr.,Pleurothallis,homalantha,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis homeroi (Luer &amp; Endara) J. M. H. Shaw,Pleurothallis,homeroi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis hystrix Kraenzl.,Pleurothallis,hystrix,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis imbaburae Luer &amp; Hirtz,Pleurothallis,imbaburae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis imber-florum Luer &amp; R. Escobar,Pleurothallis,imber-florum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis imitor Luer,Pleurothallis,imitor,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis imperialis Luer,Pleurothallis,imperialis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis inaudita Zambrano &amp; Solano,Pleurothallis,inaudita,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis incongrua Luer,Pleurothallis,incongrua,,,,,,,,,,2787442,,1,0,Colombia,Colombia | No date | Philip A. Silverstone-Sopkin|al. | https://images.mobot.org/tropicosimages3/detailimages/Tropicos/235/E99B2032-49B9-4691-B579-27A17EC4D137.jpg
Pleurothallis indecora Rodr.-Mart. &amp; Karremans,Pleurothallis,indecora,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis index Luer,Pleurothallis,index,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis inflata Rolfe,Pleurothallis,inflata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis inornata Luer &amp; Hirtz,Pleurothallis,inornata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis instar Luer,Pleurothallis,instar,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis ipyrangana Schltr.,Pleurothallis,ipyrangana,,,,,,,,,,2786634,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis iris (Luer &amp; Endara) J. M. H. Shaw,Pleurothallis,iris,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis isthmica Luer,Pleurothallis,isthmica,,,,,,,,,,2786612,,1,0,Nicaragua,Nicaragua | No date | Eric van den Berghe | https://inaturalist-open-data.s3.amazonaws.com/photos/109999626/original.jpeg
Pleurothallis jacarepaguaensis Barb. Rodr.,Pleurothallis,jacarepaguaensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis jaculifera Luer &amp; R. Escobar,Pleurothallis,jaculifera,,,,,,,,,,2786555,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis jaramilloi Luer,Pleurothallis,jaramilloi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis jennydandreae K. W. Holcomb,Pleurothallis,jennydandreae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis josefinae K. W. Holcomb,Pleurothallis,josefinae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis jostii Mark Wilson &amp; J. Portilla,Pleurothallis,jostii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis jupiter Luer,Pleurothallis,jupiter,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis juvenilis Rodr.-Mart. &amp; Karremans,Pleurothallis,juvenilis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis kashi-menkakarai Mashendo-Jimb.,Pleurothallis,kashi-menkakarai,,,,,,,,,,12188088,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis kaynagata A. Doucette,Pleurothallis,kaynagata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis kellogiae Archila,Pleurothallis,kellogiae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis kelsoae Mark Wilson,Pleurothallis,kelsoae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis killipii Garay,Pleurothallis,killipii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis knappiae Luer,Pleurothallis,knappiae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lacera Luer,Pleurothallis,lacera,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lacrima K. W. Holcomb,Pleurothallis,lacrima,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lamellaris Lindl.,Pleurothallis,lamellaris,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis languida Luer &amp; R. Escobar,Pleurothallis,languida,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lapoi M. M. Jim&eacute;nez &amp; V&eacute;lez-Abarca,Pleurothallis,lapoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis latipetala Garay,Pleurothallis,latipetala,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lemniscifolia Luer,Pleurothallis,lemniscifolia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lenae Luer &amp; Dalstr&ouml;m,Pleurothallis,lenae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis leopardina Luer,Pleurothallis,leopardina,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis leucantha Schltr.,Pleurothallis,leucantha,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lilijae Foldats,Pleurothallis,lilijae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis lindenii Lindl.,Pleurothallis,lindenii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis linearis (Lindl.) Lindl.,Pleurothallis,linearis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Pleurothallis linguifera Lindl.,Pleurothallis,linguifera,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
