id,taxonomy_id,display_name,scientific_name,genus,species,author,region,native_habitat,bloom_time,growth_habit,climate_preference,leaf_form,pseudobulb_presence,light_requirements,temperature_range,water_requirements,fertilizer_needs,cultural_notes,image_filename,image_url,google_drive_id,photographer,image_source,ocr_text,ai_description,ai_confidence,ai_extracted_metadata,ingestion_source,validation_status,is_featured,view_count,created_at,updated_at,user_id,rhs_registration_id,is_hybrid,is_species,grex_name,clone_name,pod_parent,pollen_parent,parentage_formula,generation,registration_date,registrant,rhs_verification_status,enhancement_data,pollinator_types,flowering_time,mycorrhizal_fungi,is_fragrant,photo_date,continent,climate_zone,phenotype_variations,morphological_traits,variation_analysis,mutation_indicators,phenotype_confidence,common_names,name_derivation,native_distribution,environmental_zones,leaf_shape,leaf_description,flower_description,plant_size,botanical_features,decimal_latitude,decimal_longitude,country,collector,event_date,data_source,state_province,locality,collection_number,gbif_id,source_url,is_flowering,flowering_stage,flower_count,inflorescence_count,flower_size_mm,flower_measurements,bloom_season_indicator,flowering_photo_date,flowering_photo_datetime,photo_gps_coordinates,camera_info,exif_data,growing_environment,substrate_type,mounting_evidence,natural_vs_cultivated,light_conditions,humidity_indicators,temperature_indicators,root_visibility,plant_maturity,setting_type,companion_plants,elevation_indicators,conservation_status_clues,identification_status,identification_votes,suggested_genus,suggested_species,gbif_occurrence_key,gbif_species_key,gbif_dataset_key,gbif_basis_of_record,gbif_license,gbif_occurrence_status,gbif_establishment_means,gbif_last_updated,inaturalist_observation_id,inaturalist_quality_grade,inaturalist_identifications_count,inaturalist_license_code,inaturalist_positional_accuracy,inaturalist_last_updated,external_images,external_media_count,external_image_licenses,external_image_credits,literature_references,cultivation_sources,reference_citations,conservation_papers,taxonomic_publications,horticultural_articles,nursery_recommendations,current_availability,price_range,purchase_links,seed_suppliers,tissue_culture_sources,specialty_vendors,care_guides,video_resources,forum_discussions,expert_advice,research_significance,conservation_status_details,habitat_research,pollination_studies,breeding_research,commercial_importance,propagation_difficulty,market_demand,seasonal_availability,import_restrictions,society_highlights,show_awards,notable_growers,community_notes,external_data_sources,eol_page_id,eol_traits,eol_common_names,eol_synonyms,eol_descriptions,eol_images,eol_last_updated
3231,,PT Phal mannii,PT Phal mannii,Potinara,Phal,,,,,epiphytic,,,,,,,,"From Roberta Fox's Phalaenopsis collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Phalaenopsis/Species/3877PT_Phal mannii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupPhalaenopsis.html",,,,Roberta Fox,http://orchidcentral.org/Images/Phalaenopsis/Species/3877PT_Phal mannii.jpg,,Potinara-Trichocentrum Phal is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:17.863345,2025-08-26 04:45:40.155891,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,,CT Phal mannii aurea,CT Phal mannii aurea,Cattleya,Phal,,,,,epiphytic,,,,,,,,"From Roberta Fox's Phalaenopsis collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Phalaenopsis/Species/2740CT_Phal mannii aurea.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupPhalaenopsis.html",,,,Roberta Fox,http://orchidcentral.org/Images/Phalaenopsis/Species/2740CT_Phal mannii aurea.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Phal variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:17.929318,2025-08-26 04:45:40.155891,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"Trichocentrum ""Schilleriana""",Trichocentrum ,Trichocentrum,"""Schilleriana""",,"","",,terrestrial,intermediate,,,"","",,,,,http://localhost:5000/api/drive-photo/1DHgADk83N_EWv83g6CBs5l51mHMyeISv,1DHgADk83N_EWv83g6CBs5l51mHMyeISv,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1DHgADk83N_EWv83g6CBs5l51mHMyeISv/view,,AI identified as T hybrid with 93% confidence. Features terrestrial growth habit with medium flowers.,0.93,"{""identification"": {""scientific_name"": ""T hybrid"", ""genus"": ""T"", ""species"": ""hybrid"", ""confidence"": 0.93, ""suggested_name"": ""T \""Schilleriana\""""}, ""morphology"": {""growth_habit"": ""terrestrial"", ""pseudobulb_presence"": false, ""leaf_form"": ""grassy"", ""flower_size"": ""medium"", ""flower_count"": ""multiple""}, ""ecology"": {""climate_preference"": ""intermediate"", ""elevation_preference"": ""lowland"", ""habitat"": ""rainforest"", ""light_requirements"": ""moderate_shade""}, ""cultural"": {""temperature_range"": ""18-25\u00b0C"", ""humidity_needs"": ""moderate"", ""air_movement"": ""beneficial"", ""potting_medium"": ""sphagnum_mix""}, ""characteristics"": {""fragrance"": false, ""bloom_season"": ""variable"", ""flower_longevity"": ""short"", ""awards_potential"": false}, ""geographic"": {""native_region"": ""Neotropical"", ""distribution"": ""restricted"", ""conservation_status"": ""vulnerable""}, ""breeding"": {""is_hybrid"": false, ""is_species"": true, ""breeding_value"": ""moderate"", ""compatibility"": ""narrow""}, ""analysis_metadata"": {""analysis_date"": ""2025-08-23T17:38:52.018866"", ""ai_model"": ""gpt-4o"", ""processing_time"": 3.2, ""data_sources"": [""image_analysis"", ""taxonomic_database"", ""cultivation_records""]}}",google_sheets_import,rejected,f,0,2025-08-23 17:02:01.795773,2025-09-07 05:19:12.249817,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,"Trichocentrum ""Spectacular""",Trichocentrum ,Trichocentrum,"""Spectacular""",,"","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,http://localhost:5000/api/drive-photo/1MSHhijnVhvQk2-832umi4j6F8p9rMoGt,1MSHhijnVhvQk2-832umi4j6F8p9rMoGt,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1MSHhijnVhvQk2-832umi4j6F8p9rMoGt/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-23 17:04:09.192584,2025-09-07 20:55:21.210917,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,Trichocentrum,Trichocentrum ,Trichocentrum,species,"","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1TYw8i1QqHd_p97tNvMvxA0rhQyV27thy,1TYw8i1QqHd_p97tNvMvxA0rhQyV27thy,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1TYw8i1QqHd_p97tNvMvxA0rhQyV27thy/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:23.067254,2025-09-07 20:55:21.210925,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,Trichocentrum,Trichocentrum ,Trichocentrum,species,"","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1XUMyiFdmWt_T3LFANXYCyRPKXhp8AuY9,1XUMyiFdmWt_T3LFANXYCyRPKXhp8AuY9,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1XUMyiFdmWt_T3LFANXYCyRPKXhp8AuY9/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:06.062708,2025-09-07 20:56:57.1775,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,Trichocentrum,Trichocentrum ,Trichocentrum,species,"","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1PkMMs-MDad9n5l79ud4kLqvDLKsOYIsU,1PkMMs-MDad9n5l79ud4kLqvDLKsOYIsU,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1PkMMs-MDad9n5l79ud4kLqvDLKsOYIsU/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:16.356248,2025-09-07 21:00:48.481898,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,,Angraecum Leoni,Angraecum Leoni,Angraecum,Leoni,,,,,epiphytic,,,,,,,,,,https://www.flowershots.net/web-content/Photogallery/Angraecum/Angraecum-leoni.jpg,,Ron Parsons,,,Angraecum  is a beautiful orchid with unique characteristics.,0.7,,ron_parsons_parallel,rejected,f,0,2025-08-25 00:58:36.085632,2025-09-07 05:21:37.424782,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,,CT Pleurothallis adeleae,CT Pleurothallis adeleae,Cattleya,Pleurothallis,,,,,epiphytic,,,,,,,,"From Roberta Fox's Pleurothallids collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/2978CT_Pleurothallis adeleae.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupPleurothallids.html",,,,Roberta Fox,http://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/2978CT_Pleurothallis adeleae.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Pleurothallis variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:21.633142,2025-08-26 04:48:08.227659,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,Epidendrum rigidum,Epidendrum rigidum,Epidendrum,rigidum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Species collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Species/2688T_Epi rigidum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Species.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Species/2688T_Epi rigidum.jpg,,Epidendrum rigidum is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:13.556351,2025-08-26 07:53:18.691979,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,,Epidendrum schlecterianum,Epidendrum schlecterianum,Epidendrum,schlecterianum,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Species collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Species/3467P1T_Epi schlecterianum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Species.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Species/3467P1T_Epi schlecterianum.jpg,,Epidendrum schlecterianum is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:13.640075,2025-08-26 07:53:18.691979,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,,CT Drac cordobae,CT Drac cordobae,Cattleya,Drac,,,,,epiphytic,,,,,,,,"From Roberta Fox's Pleurothallids collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3329CT_Drac cordobae.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupPleurothallids.html",,,,Roberta Fox,http://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3329CT_Drac cordobae.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Drac variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:22.129546,2025-08-26 04:48:23.21198,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,Potinara-Trichocentrum Epi,Potinara-Trichocentrum Epi,Trichocentrum,Epi,,,,,epiphytic,,,,,,,,"From Roberta Fox's Cattleya Species collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Cattleya Tribe/Species/4398PT_Epi schlecterianaum (discolor).jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCattleya%20-%20Species.html",,,,Roberta Fox,http://orchidcentral.org/Images/Cattleya Tribe/Species/4398PT_Epi schlecterianaum (discolor).jpg,,Potinara-Trichocentrum Epi is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:13.740036,2025-08-26 07:53:18.69198,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Trichocentrum ""Fiesta""",Trichocentrum ,Trichocentrum,"""Fiesta""",,"","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,http://localhost:5000/api/drive-photo/1vXLXg7g0qZ0x_8Idbshtm6XtsCeS4MId,1vXLXg7g0qZ0x_8Idbshtm6XtsCeS4MId,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1vXLXg7g0qZ0x_8Idbshtm6XtsCeS4MId/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,1,2025-08-23 17:02:01.1085,2025-09-08 00:40:14.080606,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,Arpoplyllum guest,Arpoplyllum guest,Arpoplyllum,guest,"","","",,epiphytic,intermediate,,,"","",,,,,https://lh3.googleusercontent.com/d/1xR0eG5iCfc0IbWnl8HmWidV9llHfirvm,1xR0eG5iCfc0IbWnl8HmWidV9llHfirvm,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1xR0eG5iCfc0IbWnl8HmWidV9llHfirvm/view,,Arpoplyllum guest is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,validated,f,0,2025-08-24 00:39:10.61093,2025-09-07 21:49:10.367544,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,Angcm sesquipedale,Angcm sesquipedale,Angraecum,sesquipedale,"","","",,epiphytic,intermediate,,,"","",,,,,https://lh3.googleusercontent.com/d/18OkvCm4ZfVX6s_j7skafHjDDTjuKRd7L,,Five Cities Orchid Society Collection,https://drive.google.com/file/d/18OkvCm4ZfVX6s_j7skafHjDDTjuKRd7L/view,,Angcm sesquipedale is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,validated,f,0,2025-08-24 00:39:10.640543,2025-09-18 01:45:56.959954,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,"Trichocentrum ""Circle""","Trichocentrum ""Circle""",Trichocentrum,"""Circle""","","","",,epiphytic,intermediate,,,"","",,,,,https://lh3.googleusercontent.com/d/1qVWktYJ4FKwV-v9hs8AEHUEUr5kh2jUj,1qVWktYJ4FKwV-v9hs8AEHUEUr5kh2jUj,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1qVWktYJ4FKwV-v9hs8AEHUEUr5kh2jUj/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:08.95229,2025-09-07 21:03:26.033616,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,,Trichocentrum,Trichocentrum ,Trichocentrum,species,"","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1y3M79QsblpMhDaoYmy4rbvPicMZIakTd,1y3M79QsblpMhDaoYmy4rbvPicMZIakTd,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1y3M79QsblpMhDaoYmy4rbvPicMZIakTd/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:23.396228,2025-09-07 21:12:29.560202,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,"Trichocentrum ""Jiminy""","Trichocentrum ""Jiminy""",Trichocentrum,"""Jiminy""","","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1x1s8YjIt9dOwP00BRuu589QbBJ5dxRif,1x1s8YjIt9dOwP00BRuu589QbBJ5dxRif,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1x1s8YjIt9dOwP00BRuu589QbBJ5dxRif/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:18.304872,2025-09-07 21:12:29.5602,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"Trichocentrum ""Brandywine""",Trichocentrum ,Trichocentrum,"""Brandywine""",,"","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,http://localhost:5000/api/drive-photo/1vRA_aLCum7l2eCMOo_AXbD9az8_IhD1Y,1vRA_aLCum7l2eCMOo_AXbD9az8_IhD1Y,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1vRA_aLCum7l2eCMOo_AXbD9az8_IhD1Y/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-23 17:04:05.379508,2025-09-07 21:12:29.560194,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,,CT Coel mooreana,CT Coel mooreana,Cattleya,Coel,,,,,epiphytic,,,,,,,,"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3107CT_Coel mooreana.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html",,,,Roberta Fox,http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3107CT_Coel mooreana.jpg,,"Cattleya orchid known for its large, showy, often fragrant flowers. This Coel variety displays the characteristic beauty of the Cattleya genus.",0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:03:28.418779,2025-08-26 00:28:04.559894,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,"Trichocentrum ""Laughing""","Trichocentrum ""Laughing""",Trichocentrum,"""Laughing""","","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1zsyWnU8Dwly2wMO93bC7js9jOqZcnM-z,1zsyWnU8Dwly2wMO93bC7js9jOqZcnM-z,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1zsyWnU8Dwly2wMO93bC7js9jOqZcnM-z/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:15.388598,2025-09-07 21:12:29.560199,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,Trichocentrum,Trichocentrum ,Trichocentrum,species,"","","",,epiphytic,intermediate,,,"","",,,,,https://lh3.googleusercontent.com/d/12pWvaG8Wy7UlGBh8vYAIxe7u5rJFIn7s,12pWvaG8Wy7UlGBh8vYAIxe7u5rJFIn7s,Five Cities Orchid Society Collection,https://drive.google.com/file/d/12pWvaG8Wy7UlGBh8vYAIxe7u5rJFIn7s/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:38:56.219257,2025-09-07 05:20:46.866813,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,,PT Drac cordobae,PT Drac cordobae,Potinara,Drac,,,,,epiphytic,,,,,,,,"From Roberta Fox's Pleurothallids collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3329PT_Drac cordobae 3.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupPleurothallids.html",,,,Roberta Fox,http://orchidcentral.org/Images/Pleurothallids-Masdevallia-etc/Species/3329PT_Drac cordobae 3.jpg,,Potinara-Trichocentrum Drac is a beautiful orchid with unique characteristics.,0.7,,roberta_fox_comprehensive,pending,f,0,2025-08-24 03:04:22.196626,2025-08-26 04:49:38.631436,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,verified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,Trichocentrum,Trichocentrum ,Trichocentrum,species,"","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1nbqHK-uKFDvZj7BNXAQczGiQ7pw_k45Z,1nbqHK-uKFDvZj7BNXAQczGiQ7pw_k45Z,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1nbqHK-uKFDvZj7BNXAQczGiQ7pw_k45Z/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:18.984379,2025-09-07 05:20:39.377399,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,Trichocentrum,Trichocentrum ,Trichocentrum,species,"","","",,epiphytic,intermediate,,,"","",,,NOTE: This identification has low AI confidence and needs expert review.,,https://lh3.googleusercontent.com/d/1VjgOtAG0J6bb8zYPGk8A9kLayyYXpzYF,1VjgOtAG0J6bb8zYPGk8A9kLayyYXpzYF,Five Cities Orchid Society Collection,https://drive.google.com/file/d/1VjgOtAG0J6bb8zYPGk8A9kLayyYXpzYF/view,,Trichocentrum  is a beautiful orchid with unique characteristics.,0.7,,google_sheets_import,rejected,f,0,2025-08-24 00:39:09.580813,2025-09-07 22:28:10.308663,,,f,f,,,,,,,,,pending,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,0,0,,,,,,,,,,,,,,,,,,,,,,unidentified,0,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
